Employee_No,Attrition,Gender,Age,Education,Education_Field,Marital_Status,Department,Job_Role,Job_Level,Distance_From_Home,Business_Travel,Hourly_Rate,Daily_Rate,Monthly_Rate,Monthly_Income,Percent_Salary_Hike,Job_Involvement,Performance_Rating,Environment_Satisfaction,Job_Satisfaction,Relationship_Satisfaction,Work_Life_Balance,Over_Time,Stock_Option_Level,No_Companies_Worked,Total_Working_Years,Training_Times_LastYear,Years_At_Company,Years_In_Current_Role,Years_Since_LastPromotion,Years_with_Curr_Manager
1479,No,Male,Between 25 to 31,Below college,Life Sciences,Married,Sales,Sales Executive,2,10 - 19 km,Travel_Rarely,96,1358,2939,5301,15,High,Excellent,Very High,High,High,Good,No,2,8,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1480,No,Female,Between 39 to 44,College,Medical,Single,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Frequently,74,748,16458,3673,13,High,Excellent,Low,Very High,High,Better,No,0,1,11 - 20 years,3,11 - 20 years,6 - 10 years,0 - 5 years,6 - 10 years
1481,No,Female,Between 39 to 44,Doctor,Marketing,Married,Sales,Sales Executive,2,1 - 9 km,Travel_Frequently,79,383,9282,4768,12,High,Excellent,Low,High,High,Good,No,1,7,11 - 20 years,4,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1482,No,Male,Between 25 to 31,Bachelor,Technical Degree,Divorced,Research & Development,Research Scientist,1,1 - 9 km,Non-Travel,64,990,7152,1274,13,High,Excellent,High,High,Medium,Good,No,2,1,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1483,No,Male,52 and more than 52,College,Life Sciences,Married,Research & Development,Research Scientist,2,1 - 9 km,Travel_Rarely,93,405,2721,4900,24,Very High,Outstanding,Medium,High,Low,Good,No,1,0,11 - 20 years,2,11 - 20 years,6 - 10 years,0 - 5 years,6 - 10 years
1484,No,Male,Between 45 to 51,Master,Life Sciences,Divorced,Research & Development,Healthcare Representative,3,1 - 9 km,Travel_Rarely,35,1490,20948,10466,14,High,Excellent,High,Medium,Medium,Better,No,2,3,21 - 30 years,3,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
1485,No,Male,Between 32 to 38,Bachelor,Medical,Divorced,Research & Development,Research Director,4,10 - 19 km,Travel_Frequently,71,829,11929,17007,14,High,Excellent,Medium,Low,Very High,Good,No,2,7,11 - 20 years,3,11 - 20 years,6 - 10 years,6 - 10 years,6 - 10 years
1486,Yes,Male,Between 25 to 31,Bachelor,Technical Degree,Married,Sales,Sales Representative,1,1 - 9 km,Travel_Frequently,92,1496,15747,2909,15,High,Excellent,Low,High,Very High,Best,No,1,3,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1487,Yes,Female,Between 25 to 31,Bachelor,Technical Degree,Single,Sales,Sales Executive,2,10 - 19 km,Travel_Frequently,51,115,17485,5765,11,High,Excellent,Low,Medium,Low,Bad,No,0,5,0 - 10 years,4,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1489,Yes,Female,Between 32 to 38,Master,Medical,Single,Sales,Sales Executive,2,20 - 30 km,Travel_Rarely,40,790,7815,4599,23,Medium,Outstanding,Low,Medium,High,Best,Yes,0,0,11 - 20 years,2,11 - 20 years,6 - 10 years,6 - 10 years,6 - 10 years
1492,No,Male,Between 32 to 38,Below college,Life Sciences,Married,Sales,Sales Representative,1,1 - 9 km,Travel_Rarely,76,660,16192,2404,13,High,Excellent,Very High,High,Low,Better,No,1,1,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1494,Yes,Male,Between 18 to 24,Bachelor,Medical,Single,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Frequently,89,381,16998,3172,11,High,Excellent,Medium,Low,High,Good,Yes,0,2,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1495,No,Female,Between 18 to 24,College,Life Sciences,Married,Sales,Sales Representative,1,10 - 19 km,Non-Travel,78,830,7103,2033,13,High,Excellent,Very High,Medium,High,Better,No,1,1,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1496,No,Male,Between 39 to 44,Below college,Medical,Single,Research & Development,Manufacturing Director,3,1 - 9 km,Travel_Frequently,86,1193,19719,10209,18,High,Excellent,Medium,High,Medium,Good,Yes,0,5,11 - 20 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1497,No,Male,Between 25 to 31,Bachelor,Life Sciences,Divorced,Sales,Sales Executive,2,10 - 19 km,Travel_Rarely,77,1246,23757,8620,14,Medium,Excellent,High,High,High,Better,No,2,1,0 - 10 years,3,0 - 10 years,6 - 10 years,0 - 5 years,0 - 5 years
1499,No,Male,Between 25 to 31,Bachelor,Life Sciences,Divorced,Human Resources,Human Resources,1,1 - 9 km,Travel_Rarely,46,330,15428,2064,21,High,Outstanding,High,High,Low,Best,No,1,0,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1501,No,Male,52 and more than 52,Master,Life Sciences,Married,Research & Development,Healthcare Representative,2,1 - 9 km,Travel_Rarely,30,1229,16143,4035,16,High,Excellent,Very High,High,Medium,Better,Yes,0,0,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1502,No,Female,Between 32 to 38,Master,Medical,Married,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Rarely,82,1099,8192,3838,11,Medium,Excellent,Low,Medium,Very High,Better,No,0,8,0 - 10 years,5,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1503,No,Female,Between 45 to 51,Bachelor,Medical,Married,Sales,Sales Executive,2,10 - 19 km,Travel_Rarely,78,571,24200,4591,17,High,Excellent,High,High,High,Good,Yes,1,3,11 - 20 years,4,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1504,Yes,Male,Between 25 to 31,College,Medical,Single,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Frequently,38,289,5355,2561,11,Medium,Excellent,High,Low,High,Good,No,0,7,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1506,No,Male,Between 25 to 31,Bachelor,Life Sciences,Divorced,Research & Development,Research Scientist,1,1 - 9 km,Travel_Rarely,72,1423,12530,1563,14,Medium,Excellent,Low,High,Very High,Bad,No,1,1,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1507,No,Male,Between 25 to 31,Bachelor,Life Sciences,Single,Sales,Sales Executive,2,1 - 9 km,Travel_Frequently,55,467,11827,4898,14,High,Excellent,High,Low,Very High,Better,No,0,0,0 - 10 years,5,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1509,No,Female,Between 45 to 51,College,Medical,Married,Research & Development,Laboratory Technician,2,1 - 9 km,Travel_Rarely,43,271,23070,4789,25,Medium,Outstanding,High,Low,Low,Better,No,1,4,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1513,No,Female,Between 25 to 31,Below college,Life Sciences,Married,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Frequently,97,410,4668,3180,13,High,Excellent,Very High,Medium,High,Better,No,3,0,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1514,No,Male,Between 25 to 31,Below college,Life Sciences,Married,Research & Development,Manufacturing Director,2,20 - 30 km,Travel_Rarely,96,1083,3173,6549,14,Low,Excellent,High,Medium,Medium,Good,No,2,1,0 - 10 years,2,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
1515,No,Male,Between 32 to 38,Doctor,Life Sciences,Single,Research & Development,Healthcare Representative,2,1 - 9 km,Travel_Rarely,69,516,22049,6388,17,High,Excellent,Very High,High,Low,Better,Yes,0,2,11 - 20 years,6,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1516,No,Male,Between 32 to 38,Bachelor,Medical,Single,Research & Development,Manager,3,10 - 19 km,Travel_Rarely,64,495,21072,11244,25,High,Outstanding,High,Very High,Medium,Best,No,0,2,0 - 10 years,5,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1520,No,Female,52 and more than 52,Master,Medical,Divorced,Research & Development,Manager,4,10 - 19 km,Travel_Frequently,87,1050,24456,16032,20,High,Outstanding,Medium,Very High,Low,Better,No,1,3,21 - 30 years,2,11 - 20 years,6 - 10 years,0 - 5 years,11 - 15 years
1522,Yes,Male,Between 25 to 31,Master,Technical Degree,Single,Research & Development,Research Scientist,1,1 - 9 km,Travel_Rarely,100,224,7568,2362,13,Medium,Excellent,Low,Low,High,Bad,No,0,6,11 - 20 years,2,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
1523,No,Male,Between 39 to 44,Bachelor,Life Sciences,Married,Research & Development,Research Director,4,20 - 30 km,Travel_Rarely,32,136,22074,16328,13,High,Excellent,Very High,Low,High,Best,No,1,3,21 - 30 years,1,11 - 20 years,6 - 10 years,11 - 15 Years,16 - 20 years
1525,No,Female,Between 39 to 44,Bachelor,Life Sciences,Single,Research & Development,Manufacturing Director,3,1 - 9 km,Travel_Rarely,32,1089,9150,8376,18,High,Excellent,Medium,Medium,Very High,Better,No,0,4,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1527,No,Female,Between 45 to 51,Bachelor,Life Sciences,Married,Sales,Manager,4,1 - 9 km,Travel_Rarely,51,228,11380,16606,12,High,Excellent,High,Medium,Very High,Best,No,1,8,21 - 30 years,2,11 - 20 years,11 - 15 years,0 - 5 years,0 - 5 years
1529,No,Female,Between 32 to 38,Bachelor,Life Sciences,Single,Research & Development,Healthcare Representative,3,10 - 19 km,Travel_Rarely,91,1029,21195,8606,19,Medium,Excellent,Very High,Medium,Very High,Bad,No,0,1,11 - 20 years,3,11 - 20 years,6 - 10 years,0 - 5 years,0 - 5 years
1533,No,Male,Between 18 to 24,Below college,Life Sciences,Single,Research & Development,Laboratory Technician,2,20 - 30 km,Travel_Rarely,97,507,24812,2272,14,High,Excellent,Low,High,Medium,Better,No,0,0,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1534,Yes,Male,Between 39 to 44,Master,Life Sciences,Single,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Rarely,86,676,21831,2018,14,High,Excellent,Very High,Low,Medium,Bad,No,0,3,11 - 20 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1535,No,Male,Between 32 to 38,Bachelor,Technical Degree,Married,Sales,Sales Executive,3,1 - 9 km,Travel_Rarely,64,971,12288,7083,14,Medium,Excellent,Very High,High,Very High,Better,Yes,0,1,0 - 10 years,3,0 - 10 years,6 - 10 years,6 - 10 years,6 - 10 years
1537,Yes,Female,Between 25 to 31,Bachelor,Life Sciences,Single,Research & Development,Research Scientist,1,1 - 9 km,Travel_Frequently,33,561,4156,4084,12,High,Excellent,Very High,High,Low,Bad,No,0,1,0 - 10 years,2,0 - 10 years,0 - 5 years,6 - 10 years,6 - 10 years
1539,No,Male,Between 45 to 51,Doctor,Medical,Single,Research & Development,Research Director,4,20 - 30 km,Travel_Frequently,88,333,24450,14411,13,Low,Excellent,High,Very High,Very High,Better,Yes,0,1,More than 31 years,2,More than 31 years,6 - 10 years,11 - 15 Years,6 - 10 years
1541,No,Male,Between 32 to 38,College,Technical Degree,Married,Sales,Sales Representative,1,1 - 9 km,Travel_Rarely,55,1440,4944,2308,25,High,Outstanding,Medium,High,Medium,Better,Yes,1,0,11 - 20 years,4,11 - 20 years,6 - 10 years,0 - 5 years,6 - 10 years
1542,No,Male,Between 39 to 44,Bachelor,Medical,Married,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Rarely,68,1210,24052,4841,14,Medium,Excellent,High,Medium,Medium,Better,No,1,4,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1543,No,Male,Between 32 to 38,Bachelor,Medical,Married,Research & Development,Research Scientist,2,10 - 19 km,Travel_Rarely,47,674,3031,4285,17,High,Excellent,Low,Very High,Low,Better,No,0,1,0 - 10 years,2,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
1544,No,Female,Between 25 to 31,Below college,Other,Married,Research & Development,Healthcare Representative,2,1 - 9 km,Travel_Rarely,39,441,7288,9715,13,Low,Excellent,High,Low,High,Better,No,1,3,0 - 10 years,3,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
1545,No,Male,Between 32 to 38,Bachelor,Life Sciences,Single,Research & Development,Manufacturing Director,2,20 - 30 km,Travel_Rarely,44,575,24152,4320,13,Medium,Excellent,Very High,Medium,Very High,Better,No,0,1,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1546,No,Male,Between 45 to 51,Bachelor,Technical Degree,Married,Research & Development,Research Scientist,1,20 - 30 km,Travel_Rarely,97,950,4585,2132,20,High,Outstanding,Very High,Very High,Very High,Better,No,1,4,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1547,No,Male,Between 39 to 44,Bachelor,Life Sciences,Married,Research & Development,Healthcare Representative,3,1 - 9 km,Travel_Frequently,40,288,18611,10124,14,High,Excellent,Very High,Very High,High,Bad,Yes,1,2,21 - 30 years,3,11 - 20 years,6 - 10 years,11 - 15 Years,6 - 10 years
1548,No,Male,Between 39 to 44,College,Medical,Married,Sales,Sales Executive,2,1 - 9 km,Travel_Rarely,47,1342,19345,5473,12,High,Excellent,Low,Low,Very High,Best,No,0,0,0 - 10 years,5,0 - 10 years,0 - 5 years,6 - 10 years,0 - 5 years
1549,No,Male,Between 32 to 38,Master,Life Sciences,Married,Research & Development,Laboratory Technician,2,20 - 30 km,Travel_Rarely,79,589,22949,5207,12,High,Excellent,Medium,High,Medium,Better,Yes,1,1,11 - 20 years,3,11 - 20 years,11 - 15 years,0 - 5 years,6 - 10 years
1550,No,Male,Between 39 to 44,College,Medical,Single,Human Resources,Manager,4,1 - 9 km,Travel_Rarely,38,898,17381,16437,21,High,Outstanding,High,Very High,Very High,Better,Yes,0,1,21 - 30 years,2,21 - 30 years,6 - 10 years,6 - 10 years,6 - 10 years
1551,No,Male,Between 18 to 24,College,Technical Degree,Divorced,Research & Development,Laboratory Technician,1,20 - 30 km,Travel_Rarely,57,350,10036,2296,14,Medium,Excellent,High,Low,Medium,Better,No,3,0,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1552,No,Male,Between 39 to 44,College,Life Sciences,Divorced,Research & Development,Healthcare Representative,2,1 - 9 km,Non-Travel,72,1142,8841,4069,18,High,Excellent,Very High,Very High,High,Better,Yes,0,3,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1553,No,Male,Between 45 to 51,Master,Technical Degree,Divorced,Research & Development,Healthcare Representative,3,1 - 9 km,Travel_Rarely,66,538,20933,7441,12,High,Excellent,Low,Medium,Low,Better,No,3,1,0 - 10 years,4,0 - 10 years,6 - 10 years,6 - 10 years,6 - 10 years
1554,No,Female,Between 32 to 38,Master,Life Sciences,Married,Sales,Sales Representative,1,20 - 30 km,Travel_Rarely,98,1402,26204,2430,23,Medium,Outstanding,Medium,High,Low,Better,No,2,0,0 - 10 years,5,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1555,No,Female,Between 32 to 38,College,Life Sciences,Married,Research & Development,Research Scientist,2,1 - 9 km,Travel_Rarely,67,824,15624,5878,12,Medium,Excellent,Very High,Medium,Low,Better,No,1,3,11 - 20 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1556,No,Male,Between 32 to 38,Master,Life Sciences,Single,Sales,Sales Representative,1,1 - 9 km,Travel_Rarely,70,1157,17001,2644,21,High,Outstanding,High,Very High,Very High,Good,Yes,0,3,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1557,No,Female,Between 45 to 51,Master,Life Sciences,Divorced,Sales,Sales Executive,2,10 - 19 km,Travel_Rarely,96,492,13693,6439,14,High,Excellent,High,High,High,Better,No,1,8,11 - 20 years,2,0 - 10 years,6 - 10 years,6 - 10 years,6 - 10 years
1558,No,Male,Between 25 to 31,Bachelor,Life Sciences,Married,Research & Development,Research Scientist,1,1 - 9 km,Travel_Rarely,91,598,22376,2451,18,Very High,Excellent,High,High,Low,Good,No,2,6,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1560,No,Male,Between 32 to 38,Master,Life Sciences,Married,Sales,Sales Executive,2,1 - 9 km,Travel_Rarely,46,1242,10589,6392,13,High,Excellent,Low,Low,Very High,Bad,No,1,2,0 - 10 years,6,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1562,Yes,Male,Between 25 to 31,Bachelor,Life Sciences,Married,Sales,Sales Executive,2,1 - 9 km,Travel_Rarely,64,740,5323,9714,11,Medium,Excellent,Medium,Low,Very High,Better,No,1,1,0 - 10 years,4,0 - 10 years,6 - 10 years,6 - 10 years,6 - 10 years
1563,No,Male,Between 32 to 38,Master,Human Resources,Married,Human Resources,Human Resources,2,10 - 19 km,Travel_Frequently,71,888,14814,6077,11,High,Excellent,High,High,High,Better,No,0,3,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1564,No,Male,Between 32 to 38,Bachelor,Medical,Single,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Rarely,68,992,21731,2450,19,Medium,Excellent,Very High,Low,Medium,Better,No,0,1,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1568,No,Male,Between 25 to 31,Master,Technical Degree,Married,Sales,Sales Executive,3,20 - 30 km,Travel_Rarely,33,1288,17799,9250,12,High,Excellent,High,Medium,Medium,Better,No,1,3,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1569,Yes,Female,Between 32 to 38,Bachelor,Life Sciences,Divorced,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Rarely,69,104,26619,2074,12,High,Excellent,Low,Low,Very High,Better,Yes,1,1,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1572,Yes,Female,52 and more than 52,Doctor,Technical Degree,Married,Research & Development,Manufacturing Director,3,1 - 9 km,Travel_Rarely,78,607,14618,10169,16,Medium,Excellent,High,Very High,Medium,Better,No,1,0,More than 31 years,4,More than 31 years,6 - 10 years,0 - 5 years,6 - 10 years
1573,Yes,Male,Between 32 to 38,Bachelor,Medical,Married,Research & Development,Manufacturing Director,2,1 - 9 km,Travel_Rarely,81,903,7653,4855,11,High,Excellent,High,Medium,Low,Better,No,2,4,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1574,No,Male,Between 32 to 38,Master,Technical Degree,Married,Research & Development,Research Scientist,2,1 - 9 km,Non-Travel,62,1200,25174,4087,14,High,Excellent,Very High,Low,Medium,Good,No,1,4,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1576,No,Female,Between 45 to 51,Master,Other,Married,Research & Development,Research Scientist,1,10 - 19 km,Travel_Rarely,65,1108,16530,2367,12,High,Excellent,High,Low,Very High,Good,No,1,8,0 - 10 years,3,0 - 10 years,0 - 5 years,6 - 10 years,6 - 10 years
1577,No,Male,Between 32 to 38,Master,Medical,Single,Research & Development,Research Scientist,1,1 - 9 km,Travel_Rarely,35,479,22061,2972,13,High,Excellent,Low,Very High,High,Bad,No,0,1,0 - 10 years,4,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1578,No,Male,52 and more than 52,Doctor,Marketing,Married,Sales,Manager,5,20 - 30 km,Travel_Rarely,60,685,23037,19586,21,Medium,Outstanding,High,Very High,High,Better,No,1,1,More than 31 years,3,More than 31 years,6 - 10 years,0 - 5 years,11 - 15 years
1580,No,Male,Between 32 to 38,Master,Life Sciences,Married,Research & Development,Research Scientist,2,1 - 9 km,Travel_Rarely,45,1351,13008,5484,17,High,Excellent,Medium,Very High,Medium,Good,No,1,9,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1581,No,Female,Between 25 to 31,Bachelor,Life Sciences,Married,Research & Development,Research Scientist,1,1 - 9 km,Travel_Rarely,89,474,11133,2061,21,High,Outstanding,Low,Very High,Low,Better,No,0,1,0 - 10 years,5,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1582,No,Male,Between 32 to 38,Bachelor,Life Sciences,Married,Sales,Sales Executive,2,10 - 19 km,Travel_Rarely,80,1245,12355,9924,11,High,Excellent,High,Medium,Very High,Better,No,1,0,0 - 10 years,3,0 - 10 years,6 - 10 years,6 - 10 years,6 - 10 years
1583,No,Female,Between 32 to 38,Bachelor,Life Sciences,Single,Sales,Sales Executive,2,10 - 19 km,Travel_Rarely,90,437,16379,4198,12,High,Excellent,Medium,Medium,Medium,Best,No,0,2,0 - 10 years,5,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1585,No,Female,Between 32 to 38,Master,Life Sciences,Single,Sales,Sales Executive,2,1 - 9 km,Travel_Rarely,73,884,21447,6815,13,High,Excellent,Medium,High,Low,Better,No,0,6,11 - 20 years,5,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1586,No,Male,Between 25 to 31,Below college,Medical,Single,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Rarely,87,1370,16213,4723,18,High,Excellent,Medium,Low,Very High,Better,Yes,0,1,0 - 10 years,3,0 - 10 years,6 - 10 years,0 - 5 years,0 - 5 years
1587,No,Female,Between 32 to 38,Master,Medical,Single,Research & Development,Healthcare Representative,2,10 - 19 km,Travel_Rarely,51,670,4223,6142,16,High,Excellent,Low,High,High,Better,Yes,0,3,0 - 10 years,4,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1588,No,Male,Between 39 to 44,Bachelor,Medical,Married,Sales,Sales Executive,3,1 - 9 km,Travel_Rarely,38,1462,4658,8237,11,Very High,Excellent,Very High,High,Low,Better,No,1,2,11 - 20 years,3,0 - 10 years,6 - 10 years,6 - 10 years,6 - 10 years
1590,No,Male,Between 25 to 31,Below college,Life Sciences,Divorced,Research & Development,Healthcare Representative,2,1 - 9 km,Travel_Frequently,87,995,24483,8853,19,High,Excellent,Low,Very High,Very High,Best,No,1,1,0 - 10 years,0,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1591,No,Male,Between 45 to 51,Bachelor,Marketing,Married,Sales,Manager,5,1 - 9 km,Travel_Rarely,59,264,19519,19331,16,High,Excellent,High,High,High,Better,Yes,1,4,21 - 30 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1592,No,Male,Between 18 to 24,Bachelor,Technical Degree,Married,Research & Development,Research Scientist,1,10 - 19 km,Travel_Rarely,45,977,12826,2073,16,Very High,Excellent,Very High,High,Very High,Better,No,1,2,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1594,No,Male,Between 32 to 38,Master,Life Sciences,Married,Research & Development,Laboratory Technician,2,1 - 9 km,Travel_Frequently,80,1302,19711,5562,13,Very High,Excellent,Low,Low,Very High,Better,Yes,1,3,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1595,No,Male,Between 39 to 44,College,Other,Single,Research & Development,Manager,5,1 - 9 km,Travel_Rarely,93,1059,26362,19613,22,Medium,Outstanding,Very High,Very High,Very High,Better,No,0,8,21 - 30 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1596,No,Male,Between 32 to 38,Bachelor,Life Sciences,Married,Research & Development,Laboratory Technician,2,20 - 30 km,Travel_Rarely,46,750,25348,3407,17,Very High,Excellent,Medium,High,Very High,Good,No,2,1,0 - 10 years,3,0 - 10 years,6 - 10 years,6 - 10 years,6 - 10 years
1597,No,Male,Between 32 to 38,Master,Technical Degree,Married,Research & Development,Healthcare Representative,2,10 - 19 km,Travel_Frequently,92,653,15332,5063,14,Medium,Excellent,Very High,High,Medium,Good,No,1,1,0 - 10 years,3,0 - 10 years,0 - 5 years,6 - 10 years,6 - 10 years
1598,No,Female,Between 39 to 44,College,Life Sciences,Married,Sales,Sales Executive,2,10 - 19 km,Travel_Rarely,84,118,11262,4639,15,High,Excellent,Very High,Low,High,Better,No,1,1,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1599,No,Male,Between 39 to 44,Bachelor,Technical Degree,Divorced,Research & Development,Laboratory Technician,1,20 - 30 km,Travel_Rarely,87,990,5855,4876,12,Very High,Excellent,Very High,Medium,High,Better,No,1,5,0 - 10 years,0,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1601,No,Male,Between 32 to 38,College,Life Sciences,Married,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Rarely,63,1349,7713,2690,18,Medium,Excellent,High,Very High,Very High,Good,No,1,1,0 - 10 years,5,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1602,No,Male,Between 45 to 51,Master,Life Sciences,Single,Sales,Manager,4,1 - 9 km,Travel_Rarely,56,563,3156,17567,15,Very High,Excellent,Very High,Low,Medium,Bad,No,0,1,21 - 30 years,5,21 - 30 years,0 - 5 years,0 - 5 years,11 - 15 years
1604,Yes,Male,Between 25 to 31,Bachelor,Medical,Married,Research & Development,Laboratory Technician,1,20 - 30 km,Travel_Rarely,51,329,7324,2408,17,High,Excellent,High,Medium,High,Better,Yes,3,1,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1605,No,Female,Between 18 to 24,College,Other,Married,Research & Development,Research Scientist,1,20 - 30 km,Non-Travel,85,457,10293,2814,14,Medium,Excellent,Medium,High,Medium,Good,Yes,0,1,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1606,No,Male,Between 45 to 51,Doctor,Medical,Married,Research & Development,Healthcare Representative,4,20 - 30 km,Travel_Frequently,41,1234,20689,11245,15,High,Excellent,Medium,High,High,Better,Yes,1,2,More than 31 years,3,21 - 30 years,6 - 10 years,11 - 15 Years,11 - 15 years
1607,No,Female,Between 32 to 38,Master,Other,Married,Research & Development,Research Scientist,1,1 - 9 km,Travel_Rarely,35,634,18783,3312,17,Very High,Excellent,Medium,Very High,Very High,Better,No,2,3,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1608,No,Female,Between 39 to 44,Bachelor,Medical,Divorced,Research & Development,Research Director,5,1 - 9 km,Travel_Rarely,31,1313,3549,19049,14,High,Excellent,Medium,Very High,Very High,Good,Yes,1,0,21 - 30 years,4,21 - 30 years,6 - 10 years,0 - 5 years,6 - 10 years
1609,No,Male,Between 25 to 31,Bachelor,Medical,Married,Research & Development,Research Scientist,1,1 - 9 km,Travel_Rarely,48,241,5348,2141,12,Medium,Excellent,Medium,Medium,Medium,Good,No,1,1,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1611,No,Female,Between 45 to 51,Doctor,Medical,Single,Research & Development,Laboratory Technician,2,1 - 9 km,Travel_Rarely,50,1015,23447,5769,14,Low,Excellent,High,Low,Low,Better,Yes,0,1,0 - 10 years,3,0 - 10 years,6 - 10 years,0 - 5 years,0 - 5 years
1612,No,Male,Between 45 to 51,Bachelor,Marketing,Married,Sales,Sales Executive,2,20 - 30 km,Non-Travel,52,336,24162,4385,15,Medium,Excellent,Low,Low,Low,Better,No,1,1,0 - 10 years,2,0 - 10 years,6 - 10 years,0 - 5 years,0 - 5 years
